Data,Hora UTC,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (Kj/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",Unnamed: 19
2026/01/15,0200 UTC,0,"927,2","927,4","927,1",,"21,1","17,5","21,1","20,9","17,8","17,5",82.0,80.0,80.0,109.0,"6,8","2,7",
2026/01/15,0300 UTC,0,"926,7","927,2","926,7",,"20,9","17,2","21,1","20,9","17,4","17,2",80.0,79.0,80.0,98.0,"6,8","1,4",
2026/01/15,0400 UTC,0,926,"926,7",926,,"20,8","16,9",21,"20,8","17,2","16,7",80.0,77.0,78.0,106.0,"4,8","1,3",
2026/01/15,0500 UTC,0,"925,4",926,"925,4",,"20,4","17,1","20,8","20,4","17,3","16,9",82.0,78.0,81.0,113.0,"3,6","1,5",
2026/01/15,0600 UTC,0,"925,7","925,8","925,3",,"19,7","17,2","20,4","19,7","17,3","17,1",85.0,81.0,85.0,135.0,"3,9","1,9",
2026/01/15,0700 UTC,0,"925,5","925,8","925,3",,"19,4","17,2","19,8","19,4","17,3","17,1",87.0,85.0,87.0,112.0,"3,9",",5",
2026/01/15,0800 UTC,0,"926,1","926,1","925,5",,"19,5","17,2","19,6","19,4","17,3","17,2",87.0,86.0,87.0,102.0,"2,4",",7",
2026/01/15,0900 UTC,0,"926,8","926,8","926,1","18,3","19,6","17,4","19,6","19,4","17,4","17,1",88.0,87.0,87.0,148.0,2,",8",
2026/01/15,1000 UTC,0,"927,3","927,3","926,8","313,1","21,1","17,8","21,1","19,6",18,"17,4",87.0,82.0,82.0,74.0,"1,9",",1",
2026/01/15,1100 UTC,0,"927,6","927,6","927,3",972,"22,4","16,2","22,7",21,"17,8","16,1",82.0,67.0,68.0,11.0,"6,2","2,9",
2026/01/15,1200 UTC,0,928,928,"927,6","1843,3","23,8","15,9","24,2","22,3","16,7","15,9",68.0,60.0,61.0,16.0,"6,1","3,4",
2026/01/15,1300 UTC,0,"928,3","928,4",928,"2360,9","25,2","16,9","25,5","23,3","17,2",16,65.0,59.0,60.0,42.0,"8,6","3,4",
2026/01/15,1400 UTC,0,"928,2","928,4","928,2","3183,8","26,6","17,1","27,6","25,2","17,4","16,1",61.0,52.0,56.0,11.0,"8,6","2,5",
2026/01/15,1500 UTC,0,"927,7","928,2","927,6","2728,4","26,8","16,3",29,"26,5","17,6","15,8",57.0,47.0,53.0,14.0,"8,5","3,4",
2026/01/15,1600 UTC,0,"926,6","927,7","926,6","1871,3",28,18,28,"24,8","18,7","16,3",69.0,53.0,55.0,71.0,"8,5","1,7",
2026/01/15,1700 UTC,0,"925,5","926,6","925,5","2139,2","28,9","16,8","29,1","27,5","17,9","15,4",54.0,45.0,48.0,333.0,"6,9","2,7",
2026/01/15,1800 UTC,0,"925,5","925,6","925,2","1374,6","24,6","14,8","29,6","24,6","17,5","14,6",54.0,43.0,54.0,59.0,"10,8","3,9",
2026/01/15,1900 UTC,"2,6","926,2","926,5","925,4","136,1","20,6","17,9","24,6","20,6",18,"14,9",84.0,54.0,84.0,87.0,"10,7","1,2",
2026/01/15,2000 UTC,"1,6","926,2","926,4",926,"50,8","20,8","18,7","20,8","20,4","18,7","17,8",88.0,84.0,88.0,123.0,"4,1","1,9",
2026/01/15,2100 UTC,"1,4","927,3","927,3","926,2","67,4","20,8",19,"20,9","20,6",19,"18,5",90.0,87.0,90.0,231.0,"4,9",",6",
2026/01/15,2200 UTC,"1,2",928,928,"927,3","6,8","20,5","18,7","20,9","20,5","19,2","18,7",90.0,89.0,90.0,119.0,"4,6","1,7",
2026/01/15,2300 UTC,"4,4","928,8","928,8",928,,"19,7","18,4","20,5","19,6","18,7","18,2",92.0,90.0,92.0,163.0,"4,8","1,4",
2026/01/16,0000 UTC,"1,6","928,6","928,8","928,6",,"19,9","18,7","19,9","19,6","18,7","18,2",93.0,92.0,93.0,109.0,"3,9",1,
2026/01/16,0100 UTC,"2,8","928,8","928,8","928,5",,"19,8","18,5","19,9","19,7","18,7","18,5",93.0,93.0,93.0,94.0,"3,6","1,4",
2026/01/16,0200 UTC,"2,4",929,929,"928,8",,"19,7","18,2","19,9","19,6","18,6","18,2",93.0,92.0,92.0,72.0,"4,3","1,7",
2026/01/16,0300 UTC,"1,4","928,2",929,"928,2",,"19,3","17,9","19,7","19,2","18,2","17,8",92.0,91.0,92.0,96.0,"4,6",",8",
2026/01/16,0400 UTC,",2","927,1","928,2","927,1",,"19,6","18,1","19,7","19,3","18,2","17,8",92.0,91.0,91.0,80.0,"3,5","1,2",
2026/01/16,0500 UTC,",2","926,6","927,2","926,6",,"19,5",18,"19,6","19,3",18,"17,7",91.0,90.0,91.0,97.0,"3,5",0,
2026/01/16,0600 UTC,0,"926,2","926,7","926,2",,"19,3","17,2","19,8","19,3","18,2","17,2",91.0,87.0,88.0,29.0,"3,4",",3",
2026/01/16,0700 UTC,0,"926,1","926,2","925,8",,"19,3","17,2","19,7","19,2","17,9","17,2",90.0,87.0,87.0,353.0,"2,5",",5",
2026/01/16,0800 UTC,0,"926,4","926,4","926,1",,"19,7","17,1","19,7","19,2","17,4",17,89.0,85.0,85.0,18.0,"2,5",1,
2026/01/16,0900 UTC,0,"926,7","926,7","926,4","24,4","20,3","16,7","20,4","19,5","17,1","16,7",85.0,79.0,80.0,26.0,"4,3","1,4",
2026/01/16,1000 UTC,0,"927,1","927,2","926,7","231,6","21,2","16,5","21,2","20,1","17,1","16,5",81.0,74.0,74.0,13.0,"4,3","1,6",
2026/01/16,1100 UTC,0,"927,3","927,3",927,"542,8","22,3","17,3","22,3","21,2","17,5","16,3",76.0,72.0,73.0,101.0,5,",7",
2026/01/16,1200 UTC,0,"927,7","927,7","927,3","992,2","23,2","16,9","23,3","22,1","17,7","16,7",74.0,68.0,68.0,87.0,"2,5","1,1",
2026/01/16,1300 UTC,0,"927,9",928,"927,7","1666,9","25,4","17,9","25,4","23,1","18,1","16,6",69.0,63.0,63.0,61.0,"3,6","1,8",
2026/01/16,1400 UTC,0,"927,7","927,9","927,7","2797,3","26,3",16,"26,8","24,9","18,3","15,8",64.0,52.0,53.0,51.0,"6,9","3,1",
2026/01/16,1500 UTC,0,"927,1","927,7","927,1","2454,7","26,4",17,"26,7","25,6","17,7","15,8",59.0,53.0,56.0,6.0,"6,9","2,9",
2026/01/16,1600 UTC,0,926,"927,2",926,"3450,9","28,7","15,9","28,8","26,4","18,3","15,3",57.0,46.0,46.0,39.0,"7,6","2,9",
2026/01/16,1700 UTC,0,"925,3",926,"925,3","2893,9",29,"15,5","29,8","28,2","16,9","14,9",48.0,42.0,44.0,45.0,"7,6","1,7",
2026/01/16,1800 UTC,0,"924,4","925,3","924,4","1907,4","28,5","15,6","29,5","28,5",16,"14,7",46.0,41.0,45.0,21.0,7,"1,9",
2026/01/16,1900 UTC,",8","924,4","925,1","924,4",560,"23,1","18,5","28,5","21,9","18,8",15,80.0,44.0,75.0,61.0,"11,5","1,7",
2026/01/16,2000 UTC,0,"925,1","925,1","924,4","429,6","23,2","18,4","23,6",23,"18,6","17,4",75.0,70.0,75.0,124.0,"5,1","1,7",
2026/01/16,2100 UTC,"2,8","926,1","926,1","925,1","24,2","20,4","17,9","23,2","20,4","18,7","17,7",86.0,75.0,86.0,334.0,"7,1","2,4",
2026/01/16,2200 UTC,2,"926,1","926,2",926,"14,9","20,7","18,7","20,7","20,4","18,8",18,89.0,86.0,89.0,224.0,"5,5",0,
2026/01/16,2300 UTC,0,"926,2","926,4","926,1",,"20,9","18,9",21,"20,5","19,1","18,5",89.0,88.0,89.0,42.0,"3,1",",9",
2026/01/17,0000 UTC,0,"926,7","926,7","926,2",,"20,8","18,6",21,"20,7","18,9","18,6",89.0,87.0,87.0,91.0,"3,5","1,5",
2026/01/17,0100 UTC,",2","927,1","927,1","926,6",,"20,6","18,6","20,9","20,6","18,8","18,6",88.0,87.0,88.0,114.0,"4,6","1,4",
2026/01/17,0200 UTC,",2","926,8","927,1","926,8",,"20,2","18,6","20,6","20,2","18,7","18,5",90.0,88.0,90.0,106.0,4,",9",
2026/01/17,0300 UTC,0,"925,9","926,8","925,8",,"20,2","18,6","20,4","20,1","18,8","18,5",91.0,90.0,90.0,82.0,"3,2",",3",
2026/01/17,0400 UTC,0,925,"925,9",925,,"19,8","17,7","20,4","19,8","18,6","17,6",90.0,86.0,87.0,111.0,"3,7",",1",
2026/01/17,0500 UTC,0,"924,5",925,"924,4",,"19,9","18,1","20,1","19,8","18,2","17,7",89.0,87.0,89.0,128.0,"3,1",",8",
2026/01/17,0600 UTC,0,"924,2","924,5","924,2",,"19,8","18,2",20,"19,7","18,2",18,91.0,89.0,91.0,123.0,"2,2",",9",
2026/01/17,0700 UTC,0,"924,2","924,3","924,1",,"19,7","18,1","19,8","19,6","18,3",18,91.0,90.0,91.0,87.0,2,",5",
2026/01/17,0800 UTC,",2","924,5","924,5","924,2",,"19,4","17,7","19,8","19,4","18,2","17,6",91.0,89.0,90.0,71.0,"3,5",",2",
2026/01/17,0900 UTC,0,"924,9","924,9","924,5","18,6","19,8","18,1","19,8","19,4","18,1","17,6",90.0,89.0,90.0,199.0,"1,2",0,
2026/01/17,1000 UTC,0,"925,2","925,3","924,9","300,8","21,1",17,"21,1","19,8","18,4","16,9",90.0,78.0,78.0,335.0,"3,2","1,9",
2026/01/17,1100 UTC,0,"925,4","925,4","925,2","607,7",22,"16,5","22,1",21,17,"16,5",78.0,71.0,71.0,18.0,"6,4","2,1",
2026/01/17,1200 UTC,0,"925,2","925,4","925,2","1135,8","22,9","17,1","23,3","21,9","17,8","16,4",73.0,70.0,70.0,13.0,"6,5","3,3",
2026/01/17,1300 UTC,0,"925,4","925,5","925,2","1827,8","24,5",17,"24,8","22,6","18,1","16,9",71.0,63.0,63.0,12.0,"6,5","2,2",
2026/01/17,1400 UTC,0,"925,3","925,5","925,3","1714,9","24,4","16,6",25,24,"17,3","16,3",65.0,61.0,62.0,16.0,"8,5","3,8",
2026/01/17,1500 UTC,0,"924,8","925,3","924,8","1757,2","25,2","16,2","25,6","24,4","16,9","15,9",62.0,56.0,57.0,345.0,"7,1","2,3",
2026/01/17,1600 UTC,0,"923,7","924,8","923,7",3255,"27,7","16,6","27,9","25,1","17,5","15,6",59.0,49.0,51.0,4.0,"6,5","2,6",
2026/01/17,1700 UTC,0,"923,2","923,8","923,2","2228,1","27,3","15,8","27,7","26,3","16,8","15,4",54.0,48.0,50.0,328.0,"6,7","3,7",
2026/01/17,1800 UTC,0,"922,2","923,2","922,2","3036,2","28,1","15,7","29,3","27,3","17,1",15,50.0,44.0,47.0,349.0,"7,8","2,8",
2026/01/17,1900 UTC,0,"921,1","922,2","921,1","2080,8","28,5","17,4","29,3","27,8","18,5","15,1",53.0,44.0,51.0,124.0,"5,3","1,8",
2026/01/17,2000 UTC,0,921,"921,1","920,7","978,8","27,4","17,5","28,9","27,4",18,"16,9",56.0,50.0,55.0,116.0,"3,8","1,4",
2026/01/17,2100 UTC,",2","921,5","921,5","920,7","108,9","22,7","18,7","27,4","22,6","19,1","17,5",81.0,55.0,78.0,136.0,"9,2","2,7",
2026/01/17,2200 UTC,"2,6","922,2","922,6","921,5","2,7","20,6","18,8","22,7","20,4","19,5","18,3",89.0,77.0,89.0,162.0,"9,3","1,5",
2026/01/17,2300 UTC,",6","923,2","923,2","922,1",,"20,8","19,2","20,9","20,6","19,3","18,7",91.0,89.0,91.0,196.0,"3,3",",7",
2026/01/18,0000 UTC,4,"923,4","923,5","923,2",,"20,8","19,3",21,"20,6","19,4",19,91.0,91.0,91.0,333.0,"3,3",0,
2026/01/18,0100 UTC,",6","924,1","924,1","923,4",,21,"19,6","21,3","20,7","19,9","19,2",92.0,91.0,92.0,105.0,"3,7","1,4",
2026/01/18,0200 UTC,0,"924,2","924,3","923,9",,"20,4","18,6",21,"20,4","19,6","18,6",92.0,89.0,89.0,102.0,"4,3","1,3",
2026/01/18,0300 UTC,0,"923,6","924,2","923,6",,"20,3","18,5","20,4","20,2","18,7","18,4",90.0,89.0,90.0,120.0,4,",2",
2026/01/18,0400 UTC,0,"922,9","923,6","922,9",,"20,4","18,5","20,5","20,3","18,6","18,5",90.0,89.0,89.0,121.0,"2,7",",9",
2026/01/18,0500 UTC,",6","921,8","922,8","921,8",,"20,3","18,8","20,5","20,3","18,8","18,5",91.0,89.0,91.0,92.0,"4,3",2,
2026/01/18,0600 UTC,",2","920,9","921,8","920,9",,"20,2","18,4","20,4","20,1","18,8","18,4",91.0,90.0,90.0,61.0,"4,5","1,8",
2026/01/18,0700 UTC,0,"921,6","921,6","920,8",,"19,8",18,"20,2","19,8","18,4",18,90.0,89.0,89.0,25.0,"4,2",0,
2026/01/18,0800 UTC,",2","921,5","921,7","921,5",,"20,6","16,6","20,8","19,8","18,3","16,6",89.0,77.0,77.0,21.0,"9,4","3,5",
2026/01/18,0900 UTC,0,"921,9","921,9","921,5","9,8","20,6","16,8","20,8","20,3","16,8","16,5",79.0,77.0,79.0,357.0,"9,4","1,3",
2026/01/18,1000 UTC,0,"922,7","922,7","921,9","264,5","21,1","16,8","21,1","20,5","16,8","16,5",79.0,76.0,76.0,7.0,"5,5","1,9",
2026/01/18,1100 UTC,0,"923,1","923,1","922,7","765,1","21,6","17,2","21,6","21,1","17,2","16,7",77.0,75.0,76.0,342.0,"7,3","3,2",
2026/01/18,1200 UTC,0,"923,1","923,1","922,9","2080,9","23,2","17,5","23,3","21,6","17,8","16,9",76.0,70.0,70.0,348.0,"7,3","3,7",
2026/01/18,1300 UTC,0,"922,9","923,2","922,9","2854,3","24,2","17,5","24,7",23,"17,8","17,2",71.0,64.0,66.0,1.0,"10,1","4,6",
2026/01/18,1400 UTC,0,"922,8","922,9","922,7","2164,4","24,8","17,3","25,2","24,3","18,1",17,67.0,62.0,63.0,358.0,"9,9","3,6",
2026/01/18,1500 UTC,0,"922,4","922,9","922,4","1500,6","25,8","17,6","25,8","24,4","17,8","17,1",65.0,61.0,61.0,343.0,"8,1","3,3",
2026/01/18,1600 UTC,0,"921,5","922,4","921,5","2792,3",26,"17,2","26,8","25,5","18,1",17,61.0,56.0,58.0,356.0,"10,7",5,
2026/01/18,1700 UTC,0,"920,5","921,5","920,5","2873,1","27,8","17,5","27,8",26,"18,4",17,61.0,53.0,53.0,336.0,"8,1","3,3",
2026/01/18,1800 UTC,0,"919,5","920,5","919,5","2235,5","26,9","17,2",28,"26,1","17,9",16,58.0,51.0,55.0,328.0,12,"5,3",
2026/01/18,1900 UTC,0,"918,5","919,5","918,4","1631,3","26,4","18,7","27,3","25,3","18,7","16,9",65.0,54.0,62.0,339.0,"11,7","3,6",
2026/01/18,2000 UTC,0,"918,6","918,9","918,5","971,2","26,1","15,9","26,8","26,1","18,6","15,8",62.0,53.0,53.0,307.0,"8,8",3,
2026/01/18,2100 UTC,0,"919,2","919,2","918,5",146,"24,8","16,6","26,1","24,8","16,6","15,8",61.0,53.0,60.0,346.0,"7,1","3,4",
2026/01/18,2200 UTC,0,"919,2","919,2","918,6","68,6","24,6","16,6","24,8","24,5","16,9","16,6",62.0,60.0,61.0,1.0,"6,2","1,8",
2026/01/18,2300 UTC,0,"919,4","919,5","919,1",,"24,3","16,9","24,6","24,3","16,9","16,5",63.0,61.0,63.0,44.0,"3,7",",9",
2026/01/19,0000 UTC,0,"919,5","919,6","919,4",,"24,1","17,6","24,4",24,"17,6","16,8",67.0,63.0,67.0,36.0,"3,8",",8",
2026/01/19,0100 UTC,0,"920,7","920,7","919,3",,"23,5","17,6","24,1","23,3","17,9","17,6",71.0,67.0,70.0,35.0,"3,7",1,
2026/01/19,0200 UTC,,,,,,,,,,,,,,,,,,
2026/01/19,0300 UTC,0,"919,9","920,2","919,5",,"23,2","17,3","23,4","23,2","17,5","17,3",70.0,69.0,69.0,15.0,"3,7","1,7",
2026/01/19,0400 UTC,0,920,"920,1","919,9",,"22,9","17,2","23,3","22,9","17,3",17,70.0,68.0,70.0,29.0,"5,3","1,2",
2026/01/19,0500 UTC,"2,2","919,8","920,1","919,8",,"20,5","17,4","22,9","20,5","18,1","17,2",85.0,70.0,82.0,306.0,"12,1","2,5",
2026/01/19,0600 UTC,"1,6","919,6","919,8","919,1",,"19,2","16,9","20,5","19,2","17,3","16,2",86.0,80.0,86.0,299.0,"6,4",0,
2026/01/19,0700 UTC,0,"918,2","919,6","918,2",,"20,2","17,7","20,2","19,1","17,7","16,8",87.0,85.0,86.0,24.0,"4,3","1,3",
2026/01/19,0800 UTC,0,918,"918,3","917,7",,"20,5","17,6","20,5","20,1","17,8","17,5",86.0,83.0,83.0,350.0,"7,7","2,8",
2026/01/19,0900 UTC,0,"918,7","918,8","917,9","5,5","20,4","17,2","20,6","20,4","17,6","17,2",84.0,82.0,82.0,351.0,"9,3","4,1",
2026/01/19,1000 UTC,0,"920,3","920,3","918,7",140,"20,7","17,1","20,7","20,4","17,3","16,9",82.0,79.0,80.0,331.0,"9,3","2,3",
2026/01/19,1100 UTC,0,"920,4","920,5","920,3","482,6","20,8","16,7","21,1","20,6","17,1","16,7",80.0,77.0,77.0,14.0,"6,6","2,4",
2026/01/19,1200 UTC,0,"920,8","920,9","920,4","292,9","20,9","16,9","21,2","20,8","17,1","16,6",78.0,76.0,77.0,335.0,"6,1","3,2",
2026/01/19,1300 UTC,0,"920,6",921,"920,6","962,3","22,4","17,3","22,6","20,9","17,7","16,8",78.0,72.0,73.0,346.0,6,"3,5",
2026/01/19,1400 UTC,0,"920,9",921,"920,5","2326,8","24,2","17,1","24,4","22,3","17,9","17,1",74.0,65.0,65.0,333.0,"7,5","4,3",
2026/01/19,1500 UTC,0,"920,4","920,9","920,4","1731,4",25,"17,5",25,24,18,"16,8",66.0,61.0,63.0,314.0,"9,2","3,2",
2026/01/19,1600 UTC,",2","920,6","920,7","920,3","1182,6","21,7","17,7","25,2","21,7","18,5","16,8",79.0,60.0,78.0,298.0,10,"5,4",
2026/01/19,1700 UTC,",2","920,1","920,6",920,"1493,4","23,2","17,9","23,6","21,7","19,6","17,7",83.0,71.0,72.0,287.0,10,"4,2",
2026/01/19,1800 UTC,",2","920,1","920,2","920,1","704,8","21,6","17,8","23,5","21,6","18,2","17,5",80.0,70.0,79.0,281.0,"10,3","3,6",
2026/01/19,1900 UTC,"3,2","920,2","920,3",920,"516,3","20,5","18,6","22,1","20,2","18,6","17,4",89.0,75.0,89.0,243.0,"10,7","3,5",
2026/01/19,2000 UTC,",4","920,3","920,5","920,2","452,3","19,9","17,8","20,6","19,9","18,6","17,6",89.0,85.0,88.0,250.0,"11,8","3,8",
2026/01/19,2100 UTC,",8","920,9","920,9","920,2","229,7","19,6","17,6",20,"19,6","17,9","17,5",89.0,85.0,88.0,233.0,"11,3","4,8",
2026/01/19,2200 UTC,",8","921,7","921,7","920,9","36,4","18,8","16,9","19,6","18,7","17,5","16,8",89.0,87.0,89.0,223.0,"13,3","4,3",
2026/01/19,2300 UTC,2,"922,2","922,2","921,6",,"17,9","16,3","18,8","17,9",17,16,90.0,86.0,90.0,221.0,"13,8","3,3",
2026/01/20,0000 UTC,"4,8","923,2","923,2","922,1",,"17,5","15,9",18,"17,4","16,6","15,8",92.0,90.0,91.0,202.0,"12,9","2,6",
2026/01/20,0100 UTC,0,"924,1","924,1","923,2",",8","18,1","15,4","18,1","17,5","16,1","15,4",91.0,84.0,84.0,214.0,10,"4,1",
2026/01/20,0200 UTC,0,"924,7","924,7","924,1",,"18,1","15,4","18,4","18,1","15,4","15,2",84.0,82.0,84.0,198.0,"10,1","2,7",
2026/01/20,0300 UTC,2,"924,5","924,8","924,5",,"16,6","14,6","18,1","16,6","15,7","14,6",90.0,84.0,88.0,217.0,"11,3","4,8",
2026/01/20,0400 UTC,",2","924,2","924,5","924,2",,"17,1","14,5","17,1","16,5","14,9","14,5",89.0,85.0,85.0,198.0,"11,3","2,9",
2026/01/20,0500 UTC,0,"923,8","924,2","923,8",,"17,2","14,5","17,3","17,1","14,9","14,4",86.0,84.0,84.0,188.0,"6,7","1,2",
2026/01/20,0600 UTC,0,"923,5","923,8","923,4",,"17,3","14,4","17,5","17,1","14,8","14,4",85.0,83.0,83.0,214.0,"8,6","3,8",
2026/01/20,0700 UTC,0,"923,3","923,5","923,2",,"17,3","14,1","17,3","17,2","14,4","13,9",83.0,80.0,82.0,210.0,"8,6","3,1",
2026/01/20,0800 UTC,0,"923,6","923,6","923,3",,"17,1","14,4","17,4","17,1","14,6","14,1",85.0,81.0,84.0,214.0,"8,8","2,9",
2026/01/20,0900 UTC,0,"924,1","924,1","923,6","2,1","16,8","13,5","17,1","16,6","14,4","13,5",85.0,81.0,81.0,217.0,"9,3","3,5",
2026/01/20,1000 UTC,0,"924,9","924,9","924,1","69,2","17,1","13,3","17,1","16,8","13,7","13,1",81.0,78.0,78.0,210.0,"7,8","3,5",
2026/01/20,1100 UTC,0,"925,4","925,5","924,9","509,8",18,"13,1",18,"17,1","13,3","12,8",78.0,72.0,73.0,204.0,"8,6","3,9",
2026/01/20,1200 UTC,0,"925,8","925,9","925,4","970,4",19,"12,6","19,1",18,"13,6","12,4",73.0,66.0,66.0,215.0,"8,6","3,7",
2026/01/20,1300 UTC,0,"926,1","926,1","925,8","2796,5","20,9","11,9","21,4","19,1","13,6","11,8",67.0,55.0,56.0,199.0,"9,5","3,6",
2026/01/20,1400 UTC,0,"926,3","926,4","926,1","1851,8","19,8","12,7","21,6","19,8","13,2","11,8",64.0,55.0,64.0,202.0,"9,8","3,9",
2026/01/20,1500 UTC,0,"926,5","926,5","926,3",1218,"20,8","12,7","20,8","19,6","13,1","11,8",64.0,60.0,60.0,214.0,"8,6","3,5",
2026/01/20,1600 UTC,0,"925,8","926,5","925,7","1849,5","21,9","12,8","22,3","20,1","14,2","12,4",64.0,55.0,56.0,190.0,"7,9",3,
2026/01/20,1700 UTC,0,"925,5",926,"925,4","2299,7","21,8","12,4","24,1","21,6","13,8",12,59.0,48.0,55.0,201.0,9,"2,5",
2026/01/20,1800 UTC,0,925,"925,5",925,"1701,4","22,9","14,4","23,1","20,9","14,7","12,2",66.0,55.0,59.0,202.0,"7,9","3,2",
2026/01/20,1900 UTC,0,"924,9",925,"924,9","1573,1","22,5","14,2","23,8","21,3","14,8","13,3",65.0,54.0,59.0,187.0,"7,9","2,5",
2026/01/20,2000 UTC,0,"925,3","925,3","924,9","632,2","19,4","13,6","22,5","19,4","14,3","12,9",69.0,58.0,69.0,203.0,"8,8","3,5",
2026/01/20,2100 UTC,"3,8","925,6","925,6","925,3","132,2","16,5","14,8","19,4","16,5","15,3","13,7",89.0,69.0,89.0,208.0,"9,3","3,8",
2026/01/20,2200 UTC,",2","926,2","926,2","925,6","43,1","16,1","14,3","16,5",16,"14,9","13,9",90.0,87.0,89.0,181.0,"9,3","2,2",
2026/01/20,2300 UTC,0,"926,8","926,8","926,2",,"16,1","13,8","16,2","15,8","14,3","13,8",89.0,86.0,86.0,167.0,"7,7","2,5",
2026/01/21,0000 UTC,0,927,927,"926,8",",1","16,4","12,9","16,4","16,1","13,8","12,9",86.0,80.0,80.0,161.0,"7,7","2,4",
2026/01/21,0100 UTC,0,927,"927,1",927,,"16,5","12,6","16,5","16,4","12,9","12,5",80.0,77.0,78.0,153.0,"6,5","2,5",
2026/01/21,0200 UTC,0,"927,2","927,3",927,,"16,4","13,1","16,5","16,3","13,1","12,6",81.0,78.0,81.0,141.0,"5,5","2,5",
2026/01/21,0300 UTC,0,927,"927,2",927,,"16,5",13,"16,6","16,4","13,2","12,8",81.0,79.0,80.0,169.0,"6,7","2,2",
2026/01/21,0400 UTC,0,"926,5",927,"926,5",,"16,5","13,1","16,6","16,5","13,3","12,9",81.0,79.0,80.0,162.0,"7,5","1,5",
2026/01/21,0500 UTC,0,"925,9","926,5","925,9",,"16,5","13,3","16,5","16,3","13,3",13,81.0,80.0,81.0,160.0,"5,5","1,2",
2026/01/21,0600 UTC,",2","925,3","925,8","925,3",,"15,9","14,1","16,5","15,7","14,1","13,3",89.0,81.0,89.0,166.0,"3,8",",8",
2026/01/21,0700 UTC,0,"925,1","925,3","925,1",,16,"14,2",16,"15,9","14,2",14,89.0,89.0,89.0,159.0,"3,7","1,3",
2026/01/21,0800 UTC,0,"925,2","925,2","925,1",,16,"14,2","16,1",16,"14,3","14,1",89.0,89.0,89.0,167.0,"3,9","1,5",
2026/01/21,0900 UTC,0,"925,8","925,8","925,2","18,8","16,3",14,"16,3",16,"14,4",14,89.0,86.0,86.0,158.0,"4,4","1,9",
2026/01/21,1000 UTC,,,,,,,,,,,,,,,,,,
2026/01/21,1100 UTC,0,927,927,"926,7","710,2",19,"14,3",19,17,"14,3",13,80.0,74.0,74.0,173.0,"5,3","1,5",
2026/01/21,1200 UTC,0,"927,1","927,1",927,"1072,6","18,7","13,4","19,1","18,1",14,"12,8",74.0,70.0,72.0,164.0,"6,2","2,3",
2026/01/21,1300 UTC,0,"927,5","927,5",927,"752,6","18,6","13,9","19,1",18,"14,2","13,4",77.0,71.0,74.0,203.0,"5,9",2,
2026/01/21,1400 UTC,0,"927,6","927,6","927,5","696,8","18,3","13,6","18,8","17,9","14,1","13,2",75.0,72.0,74.0,191.0,"6,9","2,5",
2026/01/21,1500 UTC,0,"927,5","927,6","927,4","775,3","18,2","13,5",19,"18,1","14,2","13,4",76.0,72.0,74.0,184.0,"7,1","2,3",
2026/01/21,1600 UTC,0,"926,9","927,5","926,9","758,8","19,1","13,5","19,1","17,9","13,6",13,75.0,69.0,70.0,191.0,"7,8",3,
2026/01/21,1700 UTC,0,"926,6","926,9","926,6","803,2",19,"12,6",20,"18,9","14,3","12,5",72.0,66.0,67.0,173.0,8,"2,1",
2026/01/21,1800 UTC,0,"926,5","926,6","926,4","518,1",18,13,"19,3","17,9","13,1","12,1",73.0,63.0,73.0,198.0,"7,9","3,1",
2026/01/21,1900 UTC,0,"926,2","926,5","926,2","616,2","18,7","11,9","18,8","17,8",13,"11,7",73.0,64.0,65.0,212.0,"8,9","2,7",
2026/01/21,2000 UTC,0,"926,2","926,3",926,"268,5","17,5","12,7","19,2","17,4","12,9","11,7",74.0,64.0,74.0,183.0,"8,5","2,9",
2026/01/21,2100 UTC,0,"926,2","926,3","926,1","234,2","17,7","12,1","17,8","17,3","12,5","11,8",73.0,69.0,70.0,191.0,"8,5","2,2",
2026/01/21,2200 UTC,0,"926,7","926,7","926,2","36,9","17,5","12,7","17,7","17,5","12,8","12,1",74.0,70.0,73.0,168.0,"8,3","2,1",
2026/01/21,2300 UTC,0,"927,2","927,2","926,7",,"17,2","12,4","17,5","17,2","12,6","12,3",74.0,72.0,73.0,164.0,"8,8","2,1",
2026/01/22,0000 UTC,0,"927,6","927,6","927,1",,"17,2","12,6","17,3","17,2","12,6","12,4",75.0,73.0,75.0,155.0,"7,4","2,9",
